Game ID,White Rating,Black Rating,Opening ECO,Opening Ply,White Centi-pawn Loss,White's Number of Inaccuracies,White's Number of Mistakes,White's Number of Blunders,Black Centi-pawn Loss,Black's Number of Inaccuracies,Black's Number of Mistakes,Black's Number of Blunders,Match Ranking
IGhtvDla,1339,1077,D00,3,46,5,1,1,47,6,0,2,
yNwf21Ma,1132,1325,A00,1,273,4,5,8,243,5,2,8,
AJZIGyZX,1305,1251,A43,2,16,3,1,1,36,2,2,2,
B7GJQ8WI,1552,1610,A04,2,71,0,0,1,186,0,0,1,
5La8fdwa,2001,1964,C21,10,61,3,2,1,25,3,0,0,
KCVyjeww,1974,1992,C74,10,70,0,0,3,13,0,0,0,
MyljdwWL,864,1733,A45,5,74,7,0,1,34,2,1,0,
jK051IK1,1104,1053,D00,3,101,1,2,4,150,2,2,7,
H4HP4ZJU,1539,1759,A16,3,74,3,3,3,44,4,2,1,
tBibigaw,1765,1605,C02,7,112,6,3,4,134,7,4,8,
HzROb7Bv,1785,1783,A40,2,60,4,0,1,86,3,2,3,
8DJxQIC0,1812,2290,D02,4,43,2,1,4,31,1,3,1,
cOK9AApz,1820,2287,A45,4,86,4,0,1,46,1,1,1,
9lsQ2cbO,1785,2285,A46,3,60,7,1,6,45,9,1,7,
PtzlyQ2G,2010,2278,A57,6,64,5,3,2,36,4,2,0,
YTQJ4bLv,2270,2008,C25,4,23,2,0,0,32,4,2,0,
ZbVgJRbQ,2268,1792,C03,5,29,3,1,1,57,3,2,2,
lLMsTtHB,2246,2246,A31,5,36,6,2,3,26,1,1,3,
WgSBTAME,2236,2024,C42,8,66,2,1,4,87,4,1,3,
9G0fue93,2234,1696,C70,8,31,4,2,0,54,5,3,1,
iHVUapwj,1527,1501,B20,3,20,4,3,0,23,5,2,0,
3aQ9KWKE,1518,1539,C24,5,57,0,0,1,138,1,0,2,
JhoIxJmF,1500,1392,C42,5,156,3,3,4,203,5,0,6,
oecGltRk,1524,1549,B00,2,158,2,4,10,139,2,2,7,
KWeoq8Y9,1516,1383,B00,2,46,0,2,1,89,3,3,2,
NW34m0bU,1471,1506,A00,1,55,3,4,4,34,5,3,2,
qDocMMix,1500,1428,A48,5,21,2,1,0,77,3,0,2,
LYvqioiI,1433,1454,B10,3,63,6,0,1,21,2,0,0,
sPOv0ssl,1759,1966,B12,5,61,2,0,1,31,2,1,0,
bHMxeNwE,2270,2144,C00,3,85,3,0,2,17,1,0,0,
Q1qAGWLX,1625,1859,A00,1,56,4,3,3,41,2,1,2,
cOwA7Lwz,1629,1712,A51,4,203,1,0,2,41,0,0,1,
TtC4SuBd,1949,1955,B12,5,37,1,3,4,54,6,1,5,
YOJ8ZqYm,1918,1874,C41,5,63,7,2,5,62,8,3,5,
0DO5SASq,2081,1926,B00,4,26,2,0,1,26,3,0,0,
Sj8MEgyh,1960,1987,B22,8,39,3,2,3,34,4,3,1,
eqCMeWXt,1376,1367,B01,2,77,4,1,1,20,1,0,0,
nPMZHivW,1710,1670,A04,2,21,3,0,0,50,4,3,1,
vgs7mXze,1857,1986,C22,8,79,11,2,16,75,9,1,15,
1pJXvcf7,1992,2044,C45,8,82,4,4,2,54,4,3,1,
VrqcLeIO,1998,1998,A28,7,43,1,1,0,88,3,1,1,
esvXT4wx,1749,1757,A02,1,43,4,1,2,73,7,4,2,
JcQIo2Pv,1875,1832,B00,4,94,5,3,8,111,4,5,8,
5K8j2JbB,1868,1442,C41,4,94,1,1,3,116,1,1,6,
frUtt2Re,1786,1778,C50,6,77,4,2,3,69,6,3,2,
PrgxgLrg,1620,1701,B28,6,25,4,0,0,71,3,0,2,
gN6U1BDg,1119,1795,C70,8,17,1,0,0,68,2,2,0,
z5WC5H0z,1865,1805,C50,6,64,8,3,5,74,4,2,6,
neaxuS3h,2020,1827,B12,5,68,4,0,4,115,3,1,5,
A2vgsff7,1794,1700,B00,4,91,1,1,4,60,3,3,1,
hbyG3mP5,1791,1782,A00,1,134,3,0,2,32,1,0,1,
nXp9qBBl,1769,1772,C50,8,26,1,1,0,64,0,1,2,
wStoQhkg,1777,1907,B90,10,175,0,0,1,74,0,0,1,
zL2fLnmn,1798,1763,C44,6,73,1,0,1,9,0,0,0,
bkwRyfNz,1787,1775,A00,1,77,3,2,3,115,4,1,4,
sZHSoJ8T,1765,1773,C53,7,42,3,2,1,67,4,2,2,
Su3066UZ,1774,1737,C55,7,82,3,1,2,44,1,1,1,
Wn8CakvZ,1799,1764,C53,12,49,0,2,2,25,1,0,1,
TeRBAkeE,1755,1764,B18,8,25,1,0,0,85,2,1,1,
gXpJfNQZ,1451,1636,A00,1,14,1,0,0,9,0,0,0,
5zFkTBA3,1418,1493,D02,4,86,3,1,2,54,3,0,1,
WZti2Gtp,1647,1643,A40,4,41,2,0,4,18,2,1,1,
jmO2ywsV,1603,1637,B10,4,152,1,3,3,105,2,1,5,
BNwWbgBm,1535,1629,A11,2,67,3,2,3,38,4,2,0,
Apycm9KE,1590,1629,B10,2,55,1,1,1,28,1,0,0,
ciXRT3pN,2018,2081,B06,7,26,2,0,0,62,4,1,1,
736RdmLJ,2070,2005,C26,7,52,1,1,2,18,1,0,0,
KHt9cdwB,1991,2068,C63,6,9,0,0,0,42,4,1,0,
OgbUcA22,1929,1982,B30,4,50,3,1,1,15,2,0,0,
PgQGe6EU,1970,1968,B32,10,10,0,0,0,42,3,1,0,
2EyasGYV,1967,1982,D35,9,19,2,1,0,59,1,1,1,
VjXu8AXG,2083,1963,E21,7,10,1,1,0,10,1,1,0,
MYoRsrFH,1929,2129,B98,16,46,4,2,3,25,3,1,1,
rDIzc17p,1675,1641,C58,11,72,1,2,3,112,1,0,4,
dIsSxmWU,1556,1683,C65,8,30,2,1,1,28,5,0,0,
RKJKHGkQ,1548,1432,C00,5,24,0,0,0,43,1,0,1,
80PE31As,1552,1417,C41,5,3,0,0,0,54,1,0,1,
TNaf3xEO,1560,1244,C40,4,17,1,0,0,51,4,0,1,
0GiEXutq,1572,1545,B32,7,6,0,0,0,15,1,0,0,
Y1n6eUBP,1558,1627,C60,6,8,0,0,0,53,3,1,1,
XAZbeCIz,1567,1647,C41,7,40,2,1,1,15,2,0,0,
ONVfu34t,1554,1611,C40,4,4,0,0,0,110,2,1,1,
hglFUiP7,1549,1324,B02,4,9,0,0,0,48,5,1,0,
Kht5uOU2,1540,1461,B00,4,6,0,0,0,76,0,1,1,
PZ7EbX1q,2008,2007,B10,4,70,5,3,2,67,3,0,3,
Xcc5zlFw,2104,2012,C40,3,19,0,0,0,132,0,0,1,
HJbnG57r,1392,1642,B52,6,5,0,0,0,43,2,1,1,
JtLyslTO,1555,1373,C02,8,40,3,0,1,6,0,0,0,
IpfmXEZ2,1194,1367,C42,5,197,1,0,8,159,3,0,5,
2qZjL17U,1634,1328,C49,8,45,3,0,1,7,0,0,0,
8tvJxLFV,1516,1271,D45,10,10,0,0,0,8,0,0,0,
9lqv2yL4,1509,1588,C42,8,68,4,0,3,112,5,5,3,
wbPQSfpH,1369,1325,D02,4,28,2,2,0,68,3,4,2,
U8Uc33U6,1936,2418,A45,2,44,0,1,1,88,2,0,2,
jg6emoYd,2416,1896,D21,5,27,0,2,0,71,4,2,1,
KBZWlzL3,2243,2407,A03,2,88,2,0,2,35,0,0,1,
abFK7kVv,2400,2161,E11,7,14,1,0,0,45,2,0,1,
RjBJaF88,1413,2302,C44,6,70,6,1,2,42,2,3,0,
32jr7HVQ,1414,2044,A41,4,103,0,1,1,61,2,0,1,
ooMQ7qWA,1217,1392,C64,6,96,4,2,3,112,6,2,3,
XB46q1cT,1251,1429,A01,2,51,4,0,3,24,1,0,1,
RAvZWFX4,1844,1830,B32,8,101,3,0,6,58,1,1,2,
hNhKqEbE,1852,1901,C11,13,83,3,2,3,51,2,1,2,
QSF8i6iY,1896,1860,B90,11,44,1,0,2,96,1,1,2,
pjLrpZkD,1843,1866,B44,8,80,6,2,3,97,9,2,4,
kwM24ID4,1146,1355,C44,5,93,5,0,2,67,6,2,3,
a3fFixQz,1358,1047,A44,6,47,3,0,1,89,2,2,2,
pesFeUMu,1367,1371,C44,5,120,6,1,7,144,6,3,7,
ZXCw4kMi,1378,1338,C41,5,108,3,8,9,126,7,2,12,
dPhQDeY4,1367,1349,B01,4,94,7,1,3,121,3,1,3,
BmeHk3VS,1191,1361,C20,3,78,2,0,2,53,1,0,1,
G8VoYGLv,1052,1548,D00,3,99,3,1,2,99,2,1,1,
EyBAFKYK,1103,1146,C20,3,305,1,6,9,335,1,3,10,
Sm9cj3fR,1172,1122,C40,4,37,4,2,0,68,6,1,2,
X1VfBp3i,1866,1946,B01,4,101,4,3,4,86,4,1,4,
qCVhZjKW,1928,2129,C47,8,5,0,0,0,7,0,0,0,
RcPe5lNe,1949,1962,D35,6,31,4,0,0,69,1,0,3,
JRr12Bkm,1473,1660,A40,4,51,1,4,4,72,10,5,3,
IlYtEa5m,1583,2035,B13,5,50,4,1,3,21,3,2,0,
ttG8OEEB,1518,1497,B40,4,163,3,3,13,164,7,5,7,
zKeRPHc8,1492,1675,C21,9,115,7,1,6,88,2,4,4,
A47UguRR,1500,1500,C20,3,65,4,2,2,112,5,0,1,
wvSVa6S4,1911,1889,A00,1,63,7,1,4,86,9,3,4,
I1qgg4Q4,1448,1439,B00,5,128,1,2,4,167,4,3,4,
bWgtv7V9,1438,1673,B00,5,140,5,5,3,95,3,2,3,
wsMAAfbr,1165,1326,A00,1,92,3,1,2,50,1,1,1,
bQZwqnpC,1641,1222,A05,3,99,5,1,2,66,5,0,3,
6bsVM05l,1240,1127,C40,4,47,3,1,1,76,7,1,2,
ejGQe3bV,1215,1090,C00,3,58,3,3,1,100,4,3,3,
Es9TuM1t,1500,1108,A00,1,70,4,2,4,49,3,1,2,
rpNvBAXq,2274,2176,B01,6,33,2,0,1,20,1,1,0,
df3fHyO4,2199,2324,D92,9,19,0,2,0,41,3,1,2,
JAAF9joH,1443,1214,D00,3,54,4,2,0,101,5,3,2,
8Wc7qgD4,1512,1509,C24,4,148,4,1,4,95,2,3,2,
yydbFYAQ,1976,1925,B00,2,27,6,0,1,43,4,3,2,
KOAX0ZFE,1687,2043,A01,2,19,3,0,0,45,4,0,2,
bR81tz9N,1524,1500,A03,2,38,8,1,1,17,1,1,0,
h2wMh4HG,2111,2119,D00,5,22,3,0,1,50,3,2,1,
dTQQxjg2,2042,2099,C62,6,60,2,2,4,37,4,1,3,
isS8RL1X,1685,1914,A40,2,43,5,0,2,56,3,2,3,
QkOufWFh,1938,1545,A16,3,35,4,0,0,62,8,2,0,
XOApSt4W,1209,1938,B20,3,67,1,0,2,27,0,0,0,
WTBRsjzm,1902,1951,D11,8,32,0,3,1,38,3,4,1,
swoWwcvl,1544,1661,A00,1,90,7,4,2,80,4,1,4,
jT4o54wT,1681,1626,B18,8,6,0,0,0,38,6,2,0,
PwANC3Lr,1704,1613,B10,3,72,4,0,2,32,2,0,0,
3V534URd,1597,1794,D32,9,7,0,0,0,62,2,0,1,
KB9XTfNA,1641,1594,B12,7,34,1,0,1,70,3,0,2,
qfs7WIpV,1580,1667,D15,9,8,0,0,0,58,4,2,0,
1cahSOTf,1582,1535,B10,2,66,3,0,1,18,0,0,0,
lS1OxYs1,1618,1602,A30,2,46,5,2,2,44,5,2,1,
tRpQZWYt,1811,2221,B20,5,51,4,1,1,22,2,0,1,
nqr4QJVP,2278,1769,B01,4,105,4,3,6,75,4,4,2,
5vl7n36r,1776,1401,B90,10,46,5,0,1,63,3,1,4,
t6PiRScN,1551,1440,B84,12,62,2,2,2,92,4,3,4,
60xTYdrQ,1973,1877,B12,7,109,3,1,4,135,1,2,8,
VOqKmgSm,2296,1950,A45,2,64,7,1,4,88,6,4,5,
BBtnBWsA,1923,2152,B30,4,42,1,3,3,61,4,1,5,
a0n3TwZC,1430,1497,C57,8,70,0,1,1,102,1,0,2,
mUKefLJZ,1299,1414,C40,6,128,0,0,2,88,2,3,1,
ZECKa8N3,1793,1595,A00,1,66,4,2,5,86,4,2,7,
I2oFlb8X,1784,1727,A00,1,63,2,0,4,96,5,1,5,
HmWcRMjT,1425,1382,D00,3,8,0,0,0,76,0,0,1,
As6JyKTL,1679,1688,B27,4,58,7,1,2,35,6,0,2,
XELPobxO,1729,2134,A13,2,73,5,0,2,102,2,0,3,
MDuHcyVY,1404,1732,B21,3,91,1,2,4,50,6,2,0,
CaIYcsaV,1690,1677,B06,2,33,3,1,2,52,5,1,3,
wAXow8NF,1332,1332,C22,6,117,4,2,3,78,0,3,3,
Li89zlGc,1627,1383,C41,5,45,2,2,2,76,7,0,5,
gbcjMmFC,2333,2209,B22,6,26,5,3,1,27,9,1,1,
5ttFcrGS,2207,1957,C21,5,45,4,0,2,78,4,1,4,
G7nDceUa,1960,2205,B21,3,95,3,1,2,67,1,0,1,
u25XKCKH,2202,1963,B01,2,16,2,0,0,61,2,2,1,
BOaZr6cf,1989,2211,A00,2,36,3,2,3,54,5,1,4,
UUJ58yee,2219,2072,B22,8,61,2,0,3,36,4,0,1,
qrY1o4Uz,1980,2216,D03,5,91,2,0,4,59,1,4,2,
sbhJ7PmL,2214,1982,B13,5,50,1,0,0,101,3,0,1,
gZ4Of1Xt,1991,2211,A05,3,66,3,3,4,46,4,3,2,
gUl9gRk0,2212,2183,C21,6,18,1,0,2,19,2,0,2,
zP5WQMmB,1969,1916,D15,11,46,5,2,1,55,6,1,1,
nIMPE3Oj,1903,1920,B22,3,73,5,1,7,86,5,2,8,
bjryoXot,1912,1914,D00,3,63,4,1,2,92,0,2,2,
wYBGILuA,1907,1927,C45,8,68,3,1,3,114,0,1,4,
JwlO7ozk,1291,1257,B01,4,11,1,0,0,64,2,0,1,
YKnUw7Ny,1230,1235,B01,4,61,3,2,1,95,7,5,1,
nS1D7OGJ,1661,1591,B10,4,53,3,2,1,80,5,2,2,
ZaN0Umzp,1575,1657,C45,8,41,7,1,1,41,7,3,1,
KNcoHyV7,1730,1709,C41,7,57,3,0,2,39,4,0,0,
VQe1DF54,1771,1869,C10,6,86,1,1,3,49,1,3,1,
JujpubmY,1782,1743,B50,4,104,8,1,5,112,6,2,5,
WKjjUcV1,1803,1711,E60,5,73,4,4,2,43,3,4,0,
K0JpUO9k,1708,1735,B90,11,40,2,0,1,81,7,0,3,
7K0tgxsM,1981,2046,B10,4,25,1,0,1,45,1,0,1,
jPeFNQJG,2182,2049,B18,11,30,3,1,0,43,0,0,2,
txBPghUe,1995,2056,B13,5,19,0,1,0,39,1,1,1,
GXLMjCph,2003,2063,A00,1,78,4,3,6,70,5,0,6,
iIcBiXKE,1977,2071,B13,5,5,0,0,0,12,2,0,0,
3WdC6KWf,2332,2073,B18,11,22,2,0,0,60,3,0,2,
gZMx45dj,1911,1670,D25,7,61,4,7,0,32,1,1,2,
wGWvk9XE,1646,2286,B08,8,20,2,1,0,63,2,1,2,
4a9oRgVt,1626,1880,B30,4,16,3,0,0,42,5,1,1,
dkLX1AGW,1606,1862,B01,6,19,1,0,0,46,5,0,0,
JCaGC4no,2038,1576,C55,6,33,5,0,1,7,2,0,0,
nAJpfe8U,1470,1570,B32,7,168,7,2,14,187,6,4,13,
jBgotfXR,1615,1387,A40,5,90,2,1,4,47,3,2,1,
S6ZnzvU4,1336,1628,B20,3,65,3,0,1,15,1,0,0,
dGesMj6A,1449,1661,C68,7,68,8,1,1,38,2,2,0,
YER8tYUo,1651,1609,C64,7,16,2,0,0,73,4,0,1,
vhPVtfCz,1635,1768,C01,5,45,7,3,2,59,7,0,2,
qOBlprSE,1648,1869,C44,5,66,9,4,8,68,10,2,8,
6rdRb0PF,1640,1637,C50,7,94,2,1,3,53,2,2,0,
BdqsE2Yo,1444,1631,C50,6,93,2,2,2,52,2,0,2,
1eooOPsH,1706,1710,A00,1,145,2,1,1,235,4,0,3,
q8jVKkGj,1919,1650,C41,5,22,5,1,1,46,4,3,2,
U1hGsY1c,1654,1904,D05,6,91,4,0,4,62,4,1,3,
ytGpMoUf,1704,2110,C01,9,73,2,1,3,31,1,0,2,
wZTQTo6t,1315,1487,A45,3,99,5,3,1,55,4,1,0,
nmBoMghH,1979,1990,C34,6,49,1,4,0,14,1,0,0,
Ugh65ap1,1968,1986,C40,6,7,0,0,0,38,3,0,0,
CuqzPmsv,1983,1943,C21,5,45,0,2,1,10,2,0,0,
PeOyaO4R,1913,2009,D02,3,10,0,0,0,63,4,0,1,
uSAvZRl9,1888,1896,C00,3,13,1,0,0,37,2,1,0,
BSkt0OS7,1859,1893,B40,10,7,0,0,0,27,0,1,1,
xfKy3Qbe,1886,1826,A04,2,72,3,0,2,19,0,1,0,
1ZguTaTA,1794,1795,C77,9,50,3,0,1,3,0,0,0,
j0DnGdSv,1839,1825,A45,2,44,2,0,1,96,2,1,1,
zpe9YLvB,1456,1454,B20,3,69,7,1,1,106,6,2,3,
SbNztPy6,1481,1266,C42,5,87,2,0,4,44,2,1,1,
wYzShJ44,1965,1787,C48,7,16,0,0,0,51,0,0,2,
rqmiPOdd,1787,1435,B15,10,64,3,2,3,43,5,4,1,
JbvNoRPO,1984,1787,C44,8,53,2,2,4,76,6,0,3,
wX7i9XbK,1646,1787,C62,6,92,6,4,5,77,6,1,5,
KeowFKjm,2600,2481,A08,5,21,5,0,2,20,5,0,2,
rQIa13K7,2429,2475,E62,14,51,3,2,3,39,4,3,2,
aDysf2mT,2482,2446,C07,7,36,1,5,1,21,4,2,1,
FW5xx9Sq,2537,2487,E46,9,29,0,1,1,50,1,2,1,
wYmZk20A,2492,2527,C07,7,72,3,4,3,57,5,2,2,
XvYglyHo,2497,2486,B40,5,43,3,5,2,43,4,2,4,
Cihlp9nc,2480,2449,C07,7,50,4,2,2,72,5,2,4,
gY63YqrK,2529,2474,B43,10,79,5,2,1,37,3,0,0,
xrjDBMuN,2433,2480,B21,5,28,4,0,0,48,2,2,1,
Nt000HJD,2485,2521,C77,9,78,3,2,2,53,1,3,2,
6PeERGIk,2052,2086,C90,17,29,6,2,0,51,8,2,3,
DpDsdC5O,2056,2055,E34,8,35,6,0,3,54,10,1,3,
zXk8NUHE,1840,1816,B00,4,109,9,3,4,110,2,3,4,
Np8PFPCh,1892,1820,B32,6,163,5,2,9,190,6,4,12,
LlsxywF4,1830,1664,E90,11,28,1,1,0,41,4,0,0,
edv66CAS,1940,2022,A00,1,50,7,3,5,66,3,5,7,
3c8HfBIA,2058,2077,C46,5,20,2,0,0,47,1,0,1,
5IV28PNB,1477,2047,D00,3,43,5,0,1,4,0,0,0,
4KTIhPsC,1906,1899,C44,7,47,4,0,1,13,1,0,0,
csSaFHHg,1500,1792,C41,7,6,2,0,0,21,3,1,0,
S12Eaa9L,1128,1211,D00,3,29,7,0,1,60,9,0,2,
0QaddE9t,1923,1912,A57,6,71,2,0,3,30,1,1,0,
xxUsB5b2,1892,1910,D00,3,66,5,5,6,48,3,6,5,
8WlIu0qV,1904,1910,A45,2,53,4,0,3,57,5,3,3,
nVmf1BWd,1801,1885,C02,8,84,1,1,1,51,0,0,1,
9DbNJTkh,1871,1838,D51,9,12,1,0,0,40,1,2,1,
r02fDrcy,1874,1820,A65,11,19,5,1,1,18,0,0,2,
T62aSLHx,2567,2610,A57,13,48,3,0,1,35,0,1,0,
wU0b1fRR,2558,2577,B20,2,17,2,0,0,50,2,1,2,
KfhKlmE7,2589,2486,B12,6,58,2,2,1,31,0,1,1,
mmFgZoUp,2385,2604,B48,11,25,4,0,2,42,3,1,4,
en5aJZnq,2599,2453,B01,4,31,2,3,2,52,6,4,1,
l9xTYNjd,2499,2609,B12,7,52,4,3,7,63,5,3,9,
iiEsqbW4,2603,2504,C02,10,44,1,0,2,74,2,1,1,
5r9CMB8P,2413,2598,B15,6,29,5,1,1,12,5,0,0,
E1HlKfpr,2432,2609,B12,5,21,3,1,0,37,5,2,0,
erUGmyx7,2611,2533,E62,14,9,3,0,0,9,3,0,0,
aFvodur1,1697,1315,C02,6,31,3,1,0,81,3,2,2,
NYDTw0tT,1325,1364,B01,6,48,4,1,1,36,0,1,1,
1snzYisY,1540,1874,B00,2,48,6,1,3,66,3,1,4,
YaSRuynF,1269,1287,C62,6,28,1,0,0,122,0,2,1,
1ft7Csxa,2035,1977,A24,6,59,5,2,4,83,6,0,6,
2W6bVh8L,1983,1941,C65,9,132,0,3,8,106,3,1,5,
VnOY0i5d,1988,2017,C96,22,65,8,1,7,48,6,4,3,
L6NWeRkn,2011,1994,C65,6,22,2,0,1,39,1,1,2,
SSkibNen,1312,1651,D20,5,171,0,1,2,85,1,0,2,
Hm36ohAK,1831,1892,A20,2,77,1,1,3,119,3,1,5,
6p8ttJYT,1790,1823,C50,5,53,0,2,1,87,5,5,1,
McWbVjqR,1867,1822,A80,3,43,4,3,1,65,5,7,1,
emRMsKeD,1794,1825,C23,4,44,3,0,1,80,5,1,2,
byS4JLd8,1992,1778,C34,5,72,6,2,3,36,1,3,1,
svEqWh0v,1712,1703,A40,2,77,6,4,2,54,6,1,1,
v9OB2vwR,2038,2039,A04,2,43,2,0,1,89,2,0,3,
Zfx9O1Lu,2007,1690,C40,4,38,3,4,2,57,6,4,4,
kxpEBJVf,1654,2004,C44,5,63,3,2,3,45,2,2,1,
H15Rvqwt,1722,1855,B21,5,75,6,3,1,50,2,1,1,
sXfcOqit,1779,1833,C13,9,57,2,1,1,8,0,0,0,
3B1epLU7,1824,1788,D30,4,7,0,0,0,45,3,2,0,
WHlgyJ0I,1798,1814,C13,9,43,1,1,1,11,1,0,0,
QXxQ21ye,1825,1787,D43,8,52,3,3,1,28,3,1,1,
O9FHIMBI,1775,1838,C13,9,23,2,0,0,78,1,1,1,
PMmGAV2O,1829,1784,D45,9,30,4,2,1,66,4,4,1,
0vBIROal,1793,1819,C13,9,62,5,4,2,40,2,2,1,
dPqWwIfK,1535,1452,A40,2,12,2,1,0,29,2,2,1,
OB4VzChM,1531,1616,D00,3,46,5,1,3,60,11,2,2,
UzT837oE,1434,1522,D45,9,139,2,0,5,104,2,0,4,
0rFsXaNV,1526,1799,D00,3,124,4,2,9,104,4,3,5,
gO8vPsDR,1546,1692,D00,3,48,5,2,5,46,11,3,1,
hmRjv5F8,2260,2297,B15,10,21,1,0,1,59,3,0,1,
NaeRJh23,2306,2213,A45,2,29,3,0,1,72,0,4,2,
8aob59CR,1889,1319,C60,6,4,2,0,0,39,3,1,1,
ekFhAunD,1348,1878,B15,7,47,3,0,1,10,1,0,0,
NNE08MT2,1863,1395,C55,7,67,3,0,4,90,0,3,5,
ZOLQQAXa,1500,1839,B10,2,96,2,0,4,57,3,0,2,
r2EuYvQZ,1995,1991,A80,2,108,9,4,5,131,4,0,10,
NxFkM0OG,2203,2237,B30,5,53,6,4,3,41,7,1,2,
M3lTq2bI,2195,2176,B10,5,41,6,2,3,41,5,1,3,
Vq8Hg8LH,2251,2200,C80,10,24,0,0,0,51,3,0,1,
doLRUP7R,2034,2073,C24,5,25,3,2,3,24,3,2,2,
xIazOTVz,1584,1503,C41,5,41,1,2,0,67,4,2,1,
Nne0aTfz,1173,1543,C69,10,34,1,1,1,40,3,0,2,
7qaOgqJV,1543,1173,C00,2,72,3,0,1,23,0,0,0,
Au06iyJK,1560,1531,A50,4,65,7,0,1,22,3,1,0,
htBA2Ad2,1755,1516,D02,4,54,3,2,2,24,4,0,0,
g6IDFMVY,1714,1501,C36,7,67,4,0,1,32,1,1,0,
YFoRwcKh,1412,1492,C34,6,113,3,0,4,55,3,0,1,
DSZv4TwM,1474,1718,B52,6,19,3,0,0,29,0,0,1,
zOQnOW5W,1342,1301,A00,1,86,3,2,2,131,2,2,4,
jS8x5fCk,1563,1553,A40,2,27,1,0,1,64,3,1,2,
lKHXaYEi,1800,1795,A00,1,99,1,1,2,55,2,1,0,
DPGsVECv,1798,1554,A00,1,72,5,2,4,104,2,3,6,
Ko7dGrIV,1689,1744,C20,3,28,2,0,0,40,2,1,0,
kpE2ossB,1662,1705,A41,4,52,6,0,1,69,3,1,1,
mv6WNgNE,1766,1692,A41,4,70,6,3,4,38,5,1,1,
Lo9iUF1w,1500,1696,C00,2,46,5,0,1,2,4,0,0,
Qf4BFK36,1765,1861,A00,1,59,5,0,2,33,4,0,1,
5R9f2Zl1,1946,1776,B30,5,16,1,0,0,56,1,0,2,
6GkiWF7s,1763,1887,A00,1,74,6,5,1,104,3,3,3,
4QtO502f,1490,1517,A45,2,63,5,0,4,97,2,1,5,
PQ5kX5yQ,1443,1493,B23,4,108,1,2,3,82,3,0,2,
gZ7pQu9E,1941,1886,C36,7,134,6,5,8,152,8,2,10,
bKyirOuD,1958,1941,C37,9,96,2,5,2,44,2,1,0,
5PYyliy3,1885,2123,D00,5,81,6,2,5,58,5,2,4,
JPtQZrdG,2070,1888,B10,3,12,3,0,0,50,4,2,1,
OEby3l6x,2076,1888,B00,3,40,4,1,2,57,7,3,1,
CnZO9q3a,1868,2035,E70,9,74,5,2,0,37,3,0,0,
oDKaowvi,1901,2020,C02,7,60,3,0,3,36,2,1,1,
iLlXRizN,1504,1513,C23,3,68,8,1,1,29,2,0,1,
SW3wKj78,2040,2129,D00,3,48,6,1,0,68,7,4,1,
ylWUbWpE,2123,2033,B12,7,32,4,0,1,64,1,2,2,
0MnXqrsS,2122,2284,B90,10,36,3,0,1,9,0,0,0,
IIO4N89W,1334,1302,C49,8,18,0,0,0,44,6,1,1,
q5SUOm9W,1122,1387,B00,3,129,4,3,4,152,5,2,5,
3EmTqWur,1219,1237,B00,4,32,1,2,1,19,3,0,0,
FZ6J5DVk,1231,1136,C51,18,30,3,0,1,74,4,1,1,
bS1WGqtq,1224,1203,B01,4,27,1,1,0,66,2,1,3,
wfybQQyW,1120,1218,B07,5,64,1,1,1,120,1,0,1,
HQ7Gf5aa,1207,1318,C57,11,27,1,0,1,112,1,0,1,
A9iBh9QL,1203,1237,C41,6,181,5,1,5,144,7,1,3,
F2jr2VqH,1238,1211,C22,7,37,5,0,4,53,3,0,6,
B2M4DCME,1850,1896,B20,3,52,10,3,2,35,7,3,0,
0PYB9yDL,1903,1606,D00,3,24,6,0,2,23,2,1,4,
s8nXtbFH,2012,2116,D08,8,70,3,3,5,92,6,2,5,
cI79epcE,2040,1898,B00,2,13,0,0,0,67,2,1,1,
VG8Tflw9,1897,2010,A04,2,55,5,1,1,17,3,0,0,
tKDmlFLQ,1904,1641,A13,4,42,2,0,1,19,2,1,0,
3Hl3r0dr,1869,1949,A50,3,63,1,1,2,59,0,2,1,
Kj1mL5Ww,2049,2501,E11,8,44,2,1,3,27,7,1,1,
FO4kUxA6,1599,1547,A40,2,36,2,0,2,68,4,1,3,
cBukl5pM,1286,1247,B00,2,80,5,1,3,110,5,1,4,
KHY4ZDT4,1179,1281,D00,3,57,8,2,0,16,4,1,0,
sOsed8HI,1411,1302,C26,4,42,1,0,0,76,0,0,2,
YLH7Zv4I,1426,1387,C62,6,78,2,0,2,32,3,2,0,
enBXU9Bc,1918,1967,C42,5,46,2,1,1,114,1,3,2,
umGeBt4g,1742,1983,B07,7,34,5,0,3,24,4,0,1,
hsNChmfz,1999,1797,C00,5,122,2,0,4,102,0,1,4,
XkRSZsaC,1991,1909,B41,9,18,1,0,0,36,2,0,1,
bVhNedH9,1945,1935,B08,8,46,4,2,3,44,5,2,3,
MDi7jS4N,1965,1943,C20,3,20,5,1,0,20,2,0,1,
ChvLPO80,1986,1968,E21,7,37,2,0,1,79,5,1,1,
BPcw5RDz,1964,1885,C55,11,89,5,0,3,80,2,1,4,
GmrFTZWX,1558,1354,C50,6,27,0,0,1,56,1,1,2,
Emt7bGSc,1109,1294,C40,5,107,3,3,5,119,4,3,6,
EJglFVFi,1134,1195,B23,3,54,4,1,2,27,5,2,0,
tvyQEYno,1462,1491,C46,7,50,7,8,2,50,7,2,6,
