Rank,Title,Username,Rating,Score,Performance,Team
731,,Balanced707,1458,10,1605,
732,,enginsimsek,1658,10,1604,
733,,GREY01,1720,10,1603,
734,,shabi851,1717,10,1595,
735,,Patrick555,1583,10,1595,
736,,I1958-19-10,1744,10,1591,
737,,Alekce_ibaikov-73ru,1766,10,1585,
738,,MichaelOs,1781,10,1583,
739,,Firebirdy,1673,10,1560,
740,,jjdt1961am,1390,10,1555,
741,,AlexBugatti,1412,10,1471,
742,,GITARRE-ev,1507,10,1456,
743,,VSEDOVA,1644,10,1432,
744,,Cemo2013,1780,10,1397,
745,,Sema123456,2055,9,2501,
746,,luna45,2344,9,2334,
747,,miguelito92,1891,9,2303,
748,,ChessladderJP,2066,9,2230,
749,,Tubbygold42,2351,9,2209,
750,,somefancynick,2091,9,2184,
751,,Alistargan,2073,9,2156,
752,,Esenka24,1939,9,2098,
753,,Stronf,1945,9,2062,
754,,mcleo3000,1914,9,2025,
755,,WGS1,2109,9,2006,
756,,Nobor07,1715,9,2002,
757,,GO_FOR_GLORY,1980,9,2001,
758,,Arlequinescacs,1832,9,1986,
759,,cucaramianes,1919,9,1971,
760,,igorgermanovich,2234,9,1962,
761,,Aruama,2120,9,1930,
762,,HRUBIESZOWIANIN,2118,9,1917,
763,,alex11star,1886,9,1906,
764,,iman2007,1569,9,1889,
765,,IsisSosa,1906,9,1887,
766,,kralpatetesler,2040,9,1865,
767,,Philipap,1857,9,1863,
768,,LeonidGrigorev,1951,9,1854,
769,,Meikozzz,1963,9,1849,
770,,RedPusher,1777,9,1845,
771,,Fredo44,1655,9,1844,
772,,ilyasaytar,1839,9,1840,
773,,BurdovAE,1956,9,1839,
774,,BorisK2014,2038,9,1836,
775,,Rangeor,1942,9,1830,
776,,Kennethrfriedman,2083,9,1826,
777,,TRG80,2034,9,1823,
778,,AndreTum,1402,9,1820,
779,,TheoLego,1561,9,1790,
780,,uller100,1916,9,1790,
781,,taktakovka,1744,9,1787,
782,,emersonmoreiracheck,1746,9,1774,
783,,peletobar,2003,9,1763,
784,,Shizzimity,1825,9,1763,
785,,ATHAN2009,1802,9,1748,
786,,lucamix,1761,9,1729,
787,,cruz55,1821,9,1725,
788,,N1c01as,1749,9,1724,
789,,VAIBHAV86,1958,9,1709,
790,,imentoor,1630,9,1703,
791,,musis1985,1637,9,1660,
792,,jaureguinoi,1582,9,1632,
793,,sergey986,1870,9,1625,
794,,AGNkherson23,1800,9,1612,
795,,Riabokon_Artem_2013,1690,9,1609,
796,,DevanGuy,1324,9,1603,
797,,David_19,1538,9,1582,
798,,Rushan2011,1606,9,1572,
799,,ALAA_2012_2012,1687,9,1556,
800,,sunny_supreme,1653,9,1541,
801,,kratos82,1718,9,1540,
802,,Mairal,1691,9,1434,
803,,HollyMu,1310,9,1390,
804,,Coach_Pineapple,2381,8,2593,
805,,Geguli67,1998,8,2551,
806,,NYONYA_OPG,2043,8,2509,
807,,bbb3000,2020,8,2507,
808,,bigzoppo,2241,8,2506,
809,,tazo7,2259,8,2469,
810,,GrunerNinja,1871,8,2436,
811,,Catriona_Mcmate,2066,8,2426,
812,,DixieBloom,2041,8,2402,
813,,RogerEksjo,2048,8,2393,
814,,BarbaraRazerBlade,2232,8,2392,
815,,formargo,2330,8,2358,
816,,sid_2019,1971,8,2336,
817,,murdochess1,2021,8,2310,
818,,GodOfChess_d,1975,8,2303,
819,,IDUKKIKING,1994,8,2294,
820,,ks1982,1767,8,2269,
821,,waheedooo,2233,8,2254,
822,,Zadh,1802,8,2223,
823,,RaFuel,2335,8,2202,
824,,BOPOH24,2062,8,2181,
825,,Boltas,1878,8,2172,
826,,oloyaemma,1855,8,2171,
827,,Eugene147,2071,8,2170,
828,,Olloximgashukur-1,2036,8,2147,
829,,badi001,1671,8,2128,
830,,DLAE_2021,1996,8,2124,
831,,Balkus,1839,8,2122,
832,,Hythmbdwy,2180,8,2120,
833,,Raphcobra37,1904,8,2113,
834,,johkamar99,2096,8,2112,
835,,udua,1649,8,2102,
836,,MOHAMMAD1980A,2042,8,2099,
837,,ketan2579,1839,8,2099,
838,,JosepPla,1579,8,2099,
839,,dinemont,1871,8,2086,
840,,jdaradanas,1789,8,2084,
841,,ExXamplee,1887,8,2074,
842,,Bratman,1952,8,2068,
843,,gutigroppo,1714,8,2061,
844,,indhuram,1905,8,2057,
845,,SmallPotato007,2260,8,2051,
846,,chresss,2213,8,2047,
847,,diteleks,2110,8,2041,
848,,Oinaztu,1866,8,2037,
849,,mburch1974,1876,8,2037,
850,,PURYA,2020,8,2036,
851,,Trixx4kids,2082,8,2031,
852,,MUST10,1873,8,2023,
853,,crackofdoom,1901,8,2012,
854,,stavrovo,1951,8,2012,
855,,bakugo_all_might,2104,8,2007,
856,,Diodotos,1870,8,2005,
857,,reil_silva,2060,8,1987,
858,,evanlos,1836,8,1986,
859,,naxa_mi,1879,8,1985,
860,,taranomsafari89,1741,8,1978,
861,,francekonjar,1777,8,1977,
862,,StarryOrange,1425,8,1974,
863,,lifundoro,2033,8,1973,
864,,Duckies,2026,8,1969,
865,,Des-paul,1640,8,1968,
866,,Subasishchess,1991,8,1964,
867,,bolor777,1953,8,1958,
868,,TogiroIkonoka,2081,8,1951,
869,,tawade-anil,2045,8,1949,
870,,Gino_Prasetio,1791,8,1949,
871,,kdascher,2063,8,1948,
872,,EsaKoo,1782,8,1948,
873,,Gabrygabro89,1656,8,1947,
874,,Dj1younes,1900,8,1944,
875,,raketchik1950,2211,8,1941,
876,,eCe2011,1782,8,1934,
877,,Chinama,2130,8,1933,
878,,Electrotechnicus,1840,8,1915,
879,,Bastu-Lizaya,1847,8,1912,
880,,VuqarRasulsoy,1977,8,1901,
881,,BlaqBeard22,2241,8,1901,
882,,elpatronaa,1949,8,1896,
883,,sammie_seyi,1760,8,1892,
884,,mai3459,1644,8,1888,
885,,slamasalem,1711,8,1885,
886,,G0KU_007,2094,8,1883,
887,,pupper1994,2023,8,1877,
888,,Lazy_Monkey,1766,8,1877,
889,,Flotte-Locke,1827,8,1868,
890,,sitoizm,1736,8,1861,
891,,Apozotk04,2032,8,1853,
892,,Chess1878,1742,8,1849,
893,,bin-wieder-da,1518,8,1843,
894,,Makhetha,1967,8,1836,
895,,lgb11,1764,8,1831,
896,,Hannibald,1960,8,1825,
897,,goemannbolsehle,1814,8,1822,
898,,Push-or-C,1774,8,1820,
899,,HamzaKaraca00,1915,8,1817,
900,,Nolek,2163,8,1814,
901,,Zhigan81,1745,8,1812,
902,,ccountwasteda,1860,8,1812,
903,,jonathan945,1959,8,1803,
904,,ahmetsuhabuykcnz3474,1846,8,1802,
905,,hmdf1234,1799,8,1799,
906,,vk_2020,1882,8,1794,
907,,Hitansh,1813,8,1793,
908,,HououinKyouma63,1834,8,1788,
909,,MatsuHiroshi2,1840,8,1784,
910,,swalow31,1741,8,1783,
911,,Amir_Anwar,1801,8,1759,
912,,BenJay223,1718,8,1759,
913,,bjjchess05,1738,8,1756,
914,,Ibn_Alwaleed,2139,8,1754,
915,,mp78,1688,8,1744,
916,,Hisham1979,1717,8,1743,
917,,dazcat,1795,8,1738,
918,,firehand66,1432,8,1719,
919,,RodrigodeJesusSantos,1650,8,1719,
920,,wladimer,1824,8,1712,
921,,Edwin1206,1601,8,1700,
922,,BiggDogg30,1724,8,1700,
923,,mabala,1434,8,1695,
924,,seahawks49,1610,8,1672,
925,,HowIMetYourQueen_556,1646,8,1654,
926,,Danilasm-68,1600,8,1652,
927,,maryian,1624,8,1640,
928,,ClemKling,1764,8,1635,
929,,sonoo11,1697,8,1616,
930,,Ivan-Buldakov,1371,8,1611,
931,,Titanic-Jess,1487,8,1602,
932,,SptLalkota,1535,8,1592,
933,,Lefuledwaba,1865,8,1582,
934,,Fastohhh,1537,8,1578,
935,,bezdrabko,1573,8,1561,
936,,NKV1965,1257,8,1551,
937,,sonofthehuman,902,8,1542,
938,,thimote,1495,8,1537,
939,,Russia_Bro,1673,8,1535,
940,,ahmadreza_2005,1442,8,1534,
941,,DrRashwan,1669,8,1512,
942,,Rustambek1987,1534,8,1487,
943,,YJ03,1490,8,1457,
944,,BorodinAndrey,1182,8,1416,
945,,the_way_i_am,1239,8,1393,
946,,JS63,2234,7,2209,
947,,cothraige,1918,7,2169,
948,,carlsn-mag,2069,7,2133,
949,,Danijel79,2196,7,2117,
950,,ReiPantaneiro,1856,7,2071,
951,,dlat,2099,7,2067,
952,,Peru1968,1883,7,2051,
953,,Emir_Gokce,1889,7,2041,
954,,Chess_planet21,2360,7,1943,
955,,dejbug,2015,7,1940,
956,,nazarzaki,1971,7,1934,
957,,danilaole,1899,7,1877,
958,,ArturOzmanyanezid,1719,7,1865,
959,,ajedrezactual,2043,7,1852,
960,,vinewood,1762,7,1849,
961,,Dima11112011,1802,7,1846,
962,,zouzoulezebre,1695,7,1842,
963,,Majer80,1784,7,1841,
964,,yasin65,1900,7,1823,
965,,chemrock420,1709,7,1817,
966,,Mr_sadra12345,1926,7,1811,
967,,PantheraOnca9,1794,7,1793,
968,,Aaqil,1674,7,1776,
969,,Domenico1964,1769,7,1768,
970,,naf1naf,2000,7,1746,
971,,BoscoVIX,1619,7,1738,
972,,VROY16,1402,7,1734,
973,,randomchessplayer715,1859,7,1728,
974,,Serxo1976,1699,7,1720,
975,,zambur10,1691,7,1716,
976,,Eldar077,1821,7,1709,
977,,carol1963,1695,7,1702,
978,,baluli,1751,7,1697,
979,,asoy-melehoy,1515,7,1691,
980,,giovanni-maddaloni,1654,7,1666,
981,,wheato96,2001,7,1664,
982,,Bozagan,1782,7,1660,
983,,Leusopp123,1644,7,1653,
984,,Bambam053,1889,7,1653,
985,,Chordmain,1607,7,1612,
986,,Alexey_Averin,1804,7,1605,
987,,mendover,1824,7,1584,
988,,PonySunset,1880,7,1575,
989,,sachintya99,1672,7,1535,
990,,omar199900,1729,7,1527,
991,,Duf-Px1,1586,7,1526,
992,,pmcarlson,1452,7,1491,
993,,rathm2877,1488,7,1490,
994,,Moguchiy_Penus,1521,7,1476,
995,,dramurai,1551,7,1474,
996,,Kalle52,1403,7,1468,
997,,thegreatmohamad,1560,7,1419,
998,,BallWanger,1376,7,1393,
999,,Idafe,2063,6,2400,
1000,,Pragy,2077,6,2386,
1001,,kovrovse,2216,6,2296,
1002,,zvrk12,1901,6,2274,
1003,,Turgor,2494,6,2272,
1004,,tenlivdeli,2190,6,2237,
1005,,lon_king,2223,6,2237,
1006,,Buyofl,2481,6,2228,
1007,,semih_chs,1919,6,2209,
1008,,The-Chess-Master10,2297,6,2165,
1009,,Momotasim,1874,6,2154,
1010,,Vedanth_31_B,1996,6,2153,
1011,,NI_Flores23,2211,6,2137,
1012,,clecharal,1699,6,2091,
1013,,AbhinavK098,1474,6,2088,
1014,,zapata123,1831,6,2085,
1015,,AlexIP,1729,6,2079,
1016,,Kovacic65,2074,6,2075,
1017,,owenisawesome,1925,6,2073,
1018,,shopa229,1814,6,2068,
1019,,vr235,2092,6,2067,
1020,,Albert474,1910,6,2065,
1021,,OnkelMom,1444,6,2056,
1022,,dushyantashu,1831,6,2054,
1023,,Black_Anonim,1536,6,2010,
1024,,Saeed19,1824,6,1991,
1025,,Ahmed_Elfishawy_55,2102,6,1971,
1026,,shisundi2004,1939,6,1964,
1027,,Hinamatsuri,2144,6,1959,
1028,,vento_dal_nulla,1839,6,1938,
1029,,Slowhand80,2254,6,1938,
1030,,jamosusc,1805,6,1934,
1031,,popowSt,1928,6,1933,
1032,,AleksandrS6,1880,6,1930,
1033,,Spidermanto,1669,6,1929,
1034,,mohamat54,1789,6,1929,
1035,,Nagad_56,1879,6,1928,
1036,,PREMRAJGURU,1853,6,1926,
1037,,jurekrek,1743,6,1924,
1038,,carlino_11,1792,6,1909,
1039,,chessiswar13,2115,6,1907,
1040,,Shuregg,1648,6,1901,
1041,,zoltan007,1584,6,1900,
1042,,GisStar,1794,6,1900,
1043,,KillaUnknown,2119,6,1886,
1044,,Tutu1949,1912,6,1881,
1045,,unhingedloon,1625,6,1879,
1046,,mohsenjojo74,1951,6,1877,
1047,,Chessnewbie_2022,1505,6,1876,
1048,,nieldcfc,1932,6,1871,
1049,,attackNK_13,1822,6,1857,
1050,,rifland,1531,6,1845,
1051,,GrantWey,2087,6,1840,
1052,,scrapli,1693,6,1839,
1053,,Afs4406,1884,6,1836,
1054,,pacoben5,1822,6,1836,
1055,,amirparsa2030,1140,6,1819,
1056,,vjgv72,1737,6,1801,
1057,,aberi-22,2034,6,1800,
1058,,nibirkundu0406,1795,6,1796,
1059,,Artesanal,1553,6,1795,
1060,,ramin11,1867,6,1788,
1061,,just_chess24,1982,6,1785,
1062,,chessuser04,1926,6,1780,
1063,,FilinAndrei,1780,6,1772,
1064,,Kingbobpop,1991,6,1769,
1065,,guillermo_herdener,1635,6,1769,
1066,,The-GodFather11,1999,6,1767,
1067,,GoStraightTurnRight,1819,6,1767,
1068,,Unbegotten,1620,6,1756,
1069,,nopepito,1612,6,1755,
1070,,mario1515,1558,6,1749,
1071,,Shashidhar02,1468,6,1749,
1072,,arsalan11328,1658,6,1744,
1073,,klima2626,1974,6,1740,
1074,,a8181,1638,6,1733,
1075,,alikeremkarakilincc,2185,6,1733,
1076,,maxbose,1999,6,1722,
1077,,marie25,1883,6,1719,
1078,,Pevojed,1625,6,1718,
1079,,inaccuracypunisher,2252,6,1706,
1080,,Mo_sam,1466,6,1704,
1081,,body_63,1553,6,1704,
1082,,stayoutoftherz,2002,6,1703,
1083,,Mr_Chameleon,1997,6,1686,
1084,,talha5535,1469,6,1685,
1085,,SlowPowerfulPinkie,1965,6,1685,
1086,,Aderbaldo,1748,6,1680,
1087,,Vconde58,1857,6,1677,
1088,,Mishutka_1986,1561,6,1676,
1089,,Arinze1992,1741,6,1672,
1090,,AVPFireman,1662,6,1669,
1091,,Alisa81,1622,6,1663,
1092,,king_shadows_2022,1738,6,1663,
1093,,Vianfloma1,1562,6,1662,
1094,,doguzhan,1665,6,1652,
1095,,Evgen8423,1632,6,1652,
1096,,Heping,1504,6,1651,
1097,,Axel_J,1657,6,1648,
1098,,mustaphcarsan,1985,6,1648,
1099,,justMorphi,1642,6,1642,
1100,,IbnAliNasser,1788,6,1634,
1101,,Marcinek98,1210,6,1633,
1102,,Disguise1,1664,6,1631,
1103,,conanbarbaria,1681,6,1630,
1104,,Izanagi34,1801,6,1623,
1105,,MartinSlaby,1700,6,1618,
1106,,MandiraFilozofu,1771,6,1614,
1107,,eegarcialacruz,1638,6,1609,
1108,,toomie,1467,6,1606,
1109,,Metamover,2057,6,1602,
1110,,Ijevan-Chess777,1661,6,1597,
1111,,laura5246,1752,6,1583,
1112,,dolamite503,1241,6,1583,
1113,,pintue12devking,1556,6,1582,
1114,,harshjawla,1517,6,1579,
1115,,En_kor,1895,6,1575,
1116,,A13ks3yZ,1525,6,1571,
1117,,RClover,1528,6,1570,
1118,,jameika,1629,6,1555,
1119,,erenercan09,1672,6,1517,
1120,,Deymon,1623,6,1516,
1121,,Ecoba,1749,6,1512,
1122,,nikhillovechess415,1457,6,1508,
1123,,Nebelnoob,1635,6,1507,
1124,,Phenix27,1560,6,1505,
1125,,bushman1984,1137,6,1497,
1126,,KASJ29,1653,6,1487,
1127,,REZAPOUYA676,1558,6,1482,
1128,,ashwath92,1500,6,1482,
1129,,SILVER-ROCK-RHINO,1472,6,1479,
1130,,szymek20004,1430,6,1478,
1131,,shubyhere,1532,6,1465,
1132,,FelaThenotsogood,1704,6,1456,
1133,,Vishnutej00,1353,6,1435,
1134,,kirill_sudarikov,1212,6,1416,
1135,,Mithulan,1463,6,1405,
1136,,Ddarco,1393,6,1395,
1137,,MMed,1220,6,1369,
1138,,Boyka97,1165,6,1318,
1139,,FaustiOro,2411,5,2581,
1140,,jj6666,1874,5,2498,
1141,,leva78,2073,5,2388,
1142,,Alreadylostoyou,2003,5,2362,
1143,,lonewolf2777,1866,5,2359,
1144,,amitmohantybbsr,2144,5,2211,
1145,,ndgzwo,2215,5,2147,
1146,,tusharbelwal,2087,5,2144,
1147,,JozefT24,2273,5,2131,
1148,,JarrettJoyce,2126,5,2118,
1149,,aydinergul_83,2059,5,2110,
1150,,meclat,1948,5,2098,
1151,,pingox123456789,2066,5,2096,
1152,,Cho_Man2006,2041,5,2061,
1153,,rikawise,1927,5,2054,
1154,,Ivanlandlaw,1915,5,2023,
1155,,YahyaKhan345,2147,5,2014,
1156,,TiasChess,1976,5,2009,
1157,,Andrey_Pankov,1806,5,2008,
1158,,ArtemLyubko,1678,5,2001,
1159,,JamesFerguson,1697,5,2001,
1160,,smallknights,2064,5,1992,
1161,,Andika_HCN,1922,5,1992,
1162,,mehmetemre32,2317,5,1976,
1163,,Deadloket,1486,5,1970,
1164,,Ivanchuko,2027,5,1965,
1165,,BananaStraws,2095,5,1962,
1166,,D300300300,1603,5,1962,
1167,,Erisemile01,1937,5,1956,
1168,,algebra2469,2196,5,1954,
1169,,Reza1968,2058,5,1945,
1170,,SABRUNETE,2202,5,1920,
1171,,satyapatwa,1741,5,1877,
1172,,Infi1830,1880,5,1867,
1173,,A_Salikhov,1813,5,1866,
1174,,Guzzzzz,1871,5,1843,
1175,,CptCharlie,1754,5,1836,
1176,,doshan,1791,5,1828,
1177,,ajedrezinigo,1806,5,1824,
1178,,Dubvader,2117,5,1823,
1179,,YasoKuhl,2147,5,1818,
1180,,Scarlando,1673,5,1815,
1181,,AbdullahAlim,1833,5,1814,
1182,,BraveChicken,1824,5,1809,
1183,,silmalisjan,1974,5,1806,
1184,,Akram_Eldabely,1769,5,1797,
1185,,Macanudo10,1914,5,1793,
1186,,shj2008,1697,5,1762,
1187,,Lemoulema2021,1756,5,1762,
1188,,Ragai,1601,5,1760,
1189,,dava_zhukov08,1709,5,1739,
1190,,DS66,1658,5,1728,
1191,,Jinay-06068,1563,5,1713,
1192,,kem5,1629,5,1707,
1193,,tksssjaxnatalieh,1551,5,1701,
1194,,moritzgrillo,1634,5,1694,
1195,,Alisim_0,1705,5,1690,
1196,,Might_Kasimir,1401,5,1675,
1197,,yanaaim2,1517,5,1672,
1198,,V100gov,2263,5,1668,
1199,,Vihaandachamp,1350,5,1661,
1200,,rgnhbf,1655,5,1648,
1201,,ahmedchess70,1659,5,1641,
1202,,benjaminguy,1697,5,1638,
1203,,JonahPetrahn,1845,5,1638,
1204,,Lefty2,1945,5,1637,
1205,,Christelo_CCA,1988,5,1636,
1206,,Lolo6957,1685,5,1621,
1207,,paolo20222,2005,5,1616,
1208,,pranavramling,1229,5,1612,
1209,,Dr_Majuville,2069,5,1601,
1210,,SandwichMaster,1902,5,1593,
1211,,ciroventura,1776,5,1572,
1212,,mhmdgaza,1204,5,1567,
1213,,Nika043011,1879,5,1565,
1214,,yakshpatel,1795,5,1560,
1215,,IscoOs18,1624,5,1556,
1216,,azmko,1620,5,1547,
1217,,Hi165,1643,5,1545,
1218,,sagnikkulavi,1232,5,1532,
1219,,Anastasia76,1619,5,1532,
1220,,bayernchess,2088,5,1526,
1221,,Justplaychess19,1501,5,1513,
1222,,Navan43,1620,5,1503,
1223,,Cosmicblaze801,1679,5,1502,
1224,,Alekspreo,1524,5,1478,
1225,,janved,1426,5,1476,
1226,,Roman_tolokonn,1412,5,1460,
1227,,IsraelCravchik,1425,5,1460,
1228,,MONTGOLFI7RE,1695,5,1454,
1229,,Artemiyizm,1250,5,1448,
1230,,Sava_Sechenok,1205,5,1447,
1231,,byczek71,1512,5,1417,
1232,,evakose,1238,5,1406,
1233,,russianpupil,1474,5,1393,
1234,,Lucas9999Q,1632,5,1392,
1235,,maciek1959,1523,5,1367,
1236,,Dylanchik,972,5,1321,
1237,,scrknight,2180,4,2681,
1238,,Reneshik,1887,4,2657,
1239,,DrKHF,2109,4,2615,
1240,,AlexSh_95,2449,4,2594,
1241,,schruv,2180,4,2557,
1242,,LiC269,2002,4,2534,
1243,,Bassam74,1984,4,2515,
1244,,franckyllamas99,2560,4,2511,
1245,,masha3813,2001,4,2486,
1246,,RayL,2200,4,2483,
1247,,xmacoterax,1889,4,2433,
1248,,ralex2010,1853,4,2431,
1249,,boberarena,2307,4,2428,
1250,,madhavdevasthali,1970,4,2426,
1251,,vintilaionut,1963,4,2418,
1252,,Mehmet-Alp58,1928,4,2416,
1253,,thy_master,1685,4,2399,
1254,,UliKing,2209,4,2382,
1255,,TheMetaGame,1954,4,2360,
1256,,GKB38,2096,4,2357,
1257,,dislikecheetahs,2338,4,2341,
1258,FM,Thorwald5,2612,4,2327,
1259,,eren125,2129,4,2293,
1260,,awesomeness_in_a_bun,1753,4,2291,
1261,,metratarzan,1697,4,2276,
1262,,zenit53,1988,4,2259,
1263,,Peter-Drage,1741,4,2248,
1264,,Hubiwanx,1454,4,2241,
1265,,lemanuel,1773,4,2233,
1266,,Ayks1986,1985,4,2222,
1267,,fabio63,1777,4,2221,
1268,,LiLLiputiense,2035,4,2209,
1269,,V3-Fersken-2W,1693,4,2207,
1270,,Marine_Blue08,1771,4,2200,
1271,,fasu3,2125,4,2198,
1272,,makstsc,1960,4,2198,
1273,,farhan1,1961,4,2196,
1274,,aleksandr_izhboldin,1698,4,2189,
1275,,machchhar,2024,4,2189,
1276,,eren_yaegar,2159,4,2173,
1277,,Miki_friend_sandi,1779,4,2166,
1278,,wolfmanking,1761,4,2154,
1279,,talmonmatias95,1505,4,2144,
1280,,YuraGar,2166,4,2142,
1281,,Kaido_56,1966,4,2138,
1282,,AshTheWinner,1902,4,2129,
1283,,DxHM,1863,4,2125,
1284,,Mekon,2045,4,2123,
1285,,eling01,2228,4,2119,
1286,,Vozhegova_Katerina,1838,4,2117,
1287,,JashankDave001,1893,4,2116,
1288,,Sekul,2070,4,2114,
1289,,Interstellanoob,1873,4,2114,
1290,,Leogrif,1972,4,2111,
1291,,Aaradhyao6,1870,4,2102,
1292,,blackericforman,1556,4,2102,
1293,,AlexandreK2014,1839,4,2095,
1294,,S515,1731,4,2095,
1295,,WilfriedBurundi,2079,4,2094,
1296,,ILoveMangos07,1988,4,2084,
1297,,KABAL_88,2053,4,2083,
1298,,Eduardo1412J,1862,4,2079,
1299,,chrissavva,2017,4,2071,
1300,,micuzzus,2127,4,2069,
1301,,wazabanja,1842,4,2047,
1302,,DmSaZel2020,1971,4,2045,
1303,,masudrana1,2036,4,2040,
1304,,Ryelee_McLaren11,1579,4,2039,
1305,,Param11M,1949,4,2036,
1306,,Giorgioeso,1651,4,2033,
1307,,ADHAVANG,2072,4,2029,
1308,,Chevss,1890,4,2021,
1309,,canakyildiz,1866,4,2017,
1310,,sourabhanand,1539,4,2016,
1311,,Fedor_Girinovich,1832,4,2012,
1312,,Alpesh2051,1422,4,1998,
1313,,PurpleCamel,1947,4,1994,
1314,,Djoeragankopi,1816,4,1993,
1315,,silvestro955,1797,4,1992,
1316,,CapYao,2000,4,1985,
1317,,Naif100,2101,4,1984,
1318,,Omegatan,2040,4,1984,
1319,,Xjurkmaster,1853,4,1980,
1320,,Archie_Boldi,1852,4,1979,
1321,,yaminimohsen,1564,4,1979,
1322,,fatalist3000,2090,4,1976,
1323,,kolupaevda,1999,4,1972,
1324,,theplayer2008,1801,4,1961,
1325,,yavuzsarsilmaz,1417,4,1960,
1326,,bhavvessh,1812,4,1957,
1327,,mohsen62626262,2125,4,1953,
1328,,Mochoklet,1461,4,1953,
1329,,Kuznecov-1962_2022,2092,4,1951,
1330,,ahmt65,1783,4,1948,
1331,,Styadimastya,1992,4,1947,
1332,,unusalopenings,1793,4,1943,
1333,,Warrior09G,1776,4,1942,
1334,,IvanSwan,1777,4,1936,
1335,,Guineano,1741,4,1935,
1336,,Prokop1952,1725,4,1934,
1337,,vimal_five,1630,4,1927,
1338,,animalmagnetic,1881,4,1927,
1339,,josechu58,1859,4,1912,
1340,,Ebrahimadm,1832,4,1911,
1341,,sidmo,1474,4,1906,
1342,,Evgenii1953,1820,4,1902,
1343,,chachabor,2002,4,1900,
1344,,simplesniper009,1789,4,1899,
1345,,aifel,1863,4,1899,
1346,,marcelo79,1842,4,1898,
1347,,RJCL17,1695,4,1897,
1348,,Lord_Checkmate,1658,4,1897,
1349,,Lev0204,1753,4,1896,
1350,,j82chess,1765,4,1894,
1351,,knights710,1416,4,1894,
1352,,chemuphy,1740,4,1893,
1353,,dannyepica,1692,4,1892,
1354,,Egidiano,1948,4,1890,
1355,,eliota,1685,4,1887,
1356,,next6120,1877,4,1879,
1357,,Ask_me,2099,4,1879,
1358,,Amadej098,1738,4,1864,
1359,,Rgtttttt,1650,4,1862,
1360,,corbetplayschess,1893,4,1859,
1361,,mostafawm,1888,4,1851,
1362,,Black1988,1805,4,1847,
1363,,SHANKAR_2022,1700,4,1846,
1364,,Bballer2244,1648,4,1844,
1365,,MRSiam1,1564,4,1844,
1366,,Aashi_070412,1660,4,1830,
1367,,RodrIBS,1761,4,1825,
1368,,Nira21,1525,4,1824,
1369,,TheHipster,1402,4,1823,
1370,,Rhinozeros111,1817,4,1823,
1371,,Hatem_d,2047,4,1823,
1372,,vatatav,1662,4,1818,
1373,,pietronontorno,1612,4,1817,
1374,,Mecheek,1871,4,1816,
1375,,Anidmvchess,1903,4,1814,
1376,,BerndKannofskiFanboy,1670,4,1814,
1377,,Vaccinator,2009,4,1814,
1378,,Mahdi13881388m2,1734,4,1812,
1379,,Kake83,2115,4,1805,
1380,,mohammadbak,1232,4,1805,
1381,,jpm37,1783,4,1805,
1382,,Becce,1819,4,1798,
1383,,alloisevankleef,1753,4,1796,
1384,,KofNe,1711,4,1792,
1385,,dronchy_tiger,1987,4,1790,
1386,,TickTockLife,1723,4,1778,
1387,,abdoz,1560,4,1774,
1388,,Mifkas,1527,4,1773,
1389,,bjornask,1684,4,1771,
1390,,Zalo18,1434,4,1771,
1391,,gudovic86,1900,4,1762,
1392,,mazouz1974,1656,4,1756,
1393,,Pauloresende70,1514,4,1754,
1394,,ali_gezmen,1866,4,1754,
1395,,Denis_MCMXCI,1584,4,1753,
1396,,Olga-1966,1723,4,1749,
1397,,hakan4747,1825,4,1745,
1398,,Grafchikov58,1905,4,1742,
1399,,David_Blchn,1894,4,1741,
1400,,Superpaul33,1829,4,1741,
1401,,el_nice,993,4,1735,
1402,,alejandrolucena07,1629,4,1733,
1403,,Adgofe,1870,4,1729,
1404,,BillBi,1915,4,1727,
1405,,Hippolicious,2025,4,1726,
1406,,bb06,1509,4,1725,
1407,,Happyday01,1598,4,1725,
1408,,adjustments1,1421,4,1721,
1409,,jeetenn,1730,4,1721,
1410,,bencheck,1544,4,1715,
1411,,Rafacaco,1949,4,1714,
1412,,FelixEklund,1628,4,1713,
1413,,dbmohit,1146,4,1704,
1414,,AlenaMur,1574,4,1702,
1415,,Dimon_2014,1581,4,1699,
1416,,Ivan2203,2166,4,1697,
1417,,Jorazer,1487,4,1693,
1418,,vova-best,1519,4,1691,
1419,,alexejus2011,2007,4,1683,
1420,,pimiruru,1841,4,1683,
1421,,TheSnare,1418,4,1680,
1422,,zazen000,1573,4,1679,
1423,,Kasymbek_Nurasyl,1724,4,1677,
1424,,SQUIDflow246,1633,4,1673,
1425,,Egoran2205,1654,4,1670,
1426,,slaninka,1563,4,1668,
1427,,BLACK-queen111,1826,4,1668,
1428,,Jojohacker,1168,4,1667,
1429,,Afcastellanosp,1792,4,1667,
1430,,AstafAV,1367,4,1662,
1431,,Sudheeshkk,1794,4,1662,
1432,,SaviorSarohy,2114,4,1659,
1433,,aanngguuss,1506,4,1658,
1434,,asssavvs,1924,4,1655,
1435,,Chrismm09,1494,4,1654,
1436,,Riuets1,1887,4,1651,
1437,,Lemmingnator,1550,4,1645,
1438,,Esplandian999,1898,4,1645,
1439,,MalonBH,1999,4,1634,
1440,,Quasimodo45,1823,4,1632,
1441,,Gellyblik,1696,4,1631,
